model_name,config_label,best_epoch,val_loss,val_accuracy,known_token_rate,unk_token_rate,sample_unk_count
shakespeare_char,canonical_defaults,8,2.1996964345495384,0.3924268502581756,,,0
shakespeare_subword,canonical_defaults,2,5.729899264882267,0.10807113543091655,1.0,0.0,0
shakespeare_word,canonical_defaults,2,5.4335099776186535,0.16080402010050251,0.9206030654993352,0.07939693450066476,41
shakespeare_word,shakespeare_word_ep1_bs64,1,5.662651970158869,0.1670854271356784,0.9206030654993352,0.07939693450066476,49
social_char,canonical_defaults,7,2.465389971197004,0.3594674556213018,,,0
social_subword,canonical_defaults,2,6.014805809336139,0.0787704130643612,1.0,0.0,0
social_word,canonical_defaults,3,5.677905176663173,0.1327713382507903,0.9037093175024209,0.0962906824975791,30
